order,phase,run_id,run_name,status,selected_next,selection_reason,seed,learning_rate,rewa_k,rewa_m,rewa_eps,rewa_weight_decay,theory_status,train_tokens,expected_iters,completed_iters,best_val_loss,best_val_ppl,pruning_eval_iters,pruning_sparsities,checkpoint,metrics_jsonl,pruning_json,pruning_csv,layer_csv,run_config,train_log,git_commit,error,updated_at_utc
10,screen,screen/k5-m2-eps0-wd1e-4-lr6e-4-seed0,k5-m2-eps0-wd1e-4-lr6e-4-seed0,completed,no,,0,0.0006,5.0,2.0,0.0,0.0001,base-admissible; epsilon=0,3000000,92,92,4.36318125725,78.5064869161,0,,outputs/stage1-rewa-tuning/screen/k5-m2-eps0-wd1e-4-lr6e-4-seed0/best.pt,outputs/stage1-rewa-tuning/screen/k5-m2-eps0-wd1e-4-lr6e-4-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/screen/k5-m2-eps0-wd1e-4-lr6e-4-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/screen/k5-m2-eps0-wd1e-4-lr6e-4-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/screen/k5-m2-eps0-wd1e-4-lr6e-4-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/screen/k5-m2-eps0-wd1e-4-lr6e-4-seed0/run_config.json,outputs/stage1-rewa-tuning/screen/k5-m2-eps0-wd1e-4-lr6e-4-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
11,screen,screen/k5-m2-eps0-wd1e-4-lr0.001-seed0,k5-m2-eps0-wd1e-4-lr0.001-seed0,completed,no,,0,0.001,5.0,2.0,0.0,0.0001,base-admissible; epsilon=0,3000000,92,92,4.05031446218,57.4155092134,0,,outputs/stage1-rewa-tuning/screen/k5-m2-eps0-wd1e-4-lr0.001-seed0/best.pt,outputs/stage1-rewa-tuning/screen/k5-m2-eps0-wd1e-4-lr0.001-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/screen/k5-m2-eps0-wd1e-4-lr0.001-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/screen/k5-m2-eps0-wd1e-4-lr0.001-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/screen/k5-m2-eps0-wd1e-4-lr0.001-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/screen/k5-m2-eps0-wd1e-4-lr0.001-seed0/run_config.json,outputs/stage1-rewa-tuning/screen/k5-m2-eps0-wd1e-4-lr0.001-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
12,screen,screen/k7-m2-eps0-wd1e-4-lr3e-4-seed0,k7-m2-eps0-wd1e-4-lr3e-4-seed0,completed,no,,0,0.0003,7.0,2.0,0.0,0.0001,base-admissible; epsilon=0,3000000,92,92,4.96245946884,142.944932523,0,,outputs/stage1-rewa-tuning/screen/k7-m2-eps0-wd1e-4-lr3e-4-seed0/best.pt,outputs/stage1-rewa-tuning/screen/k7-m2-eps0-wd1e-4-lr3e-4-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/screen/k7-m2-eps0-wd1e-4-lr3e-4-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/screen/k7-m2-eps0-wd1e-4-lr3e-4-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/screen/k7-m2-eps0-wd1e-4-lr3e-4-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/screen/k7-m2-eps0-wd1e-4-lr3e-4-seed0/run_config.json,outputs/stage1-rewa-tuning/screen/k7-m2-eps0-wd1e-4-lr3e-4-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
13,screen,screen/k7-m2-eps0-wd1e-4-lr6e-4-seed0,k7-m2-eps0-wd1e-4-lr6e-4-seed0,completed,no,,0,0.0006,7.0,2.0,0.0,0.0001,base-admissible; epsilon=0,3000000,92,92,4.33292601109,76.1668258109,0,,outputs/stage1-rewa-tuning/screen/k7-m2-eps0-wd1e-4-lr6e-4-seed0/best.pt,outputs/stage1-rewa-tuning/screen/k7-m2-eps0-wd1e-4-lr6e-4-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/screen/k7-m2-eps0-wd1e-4-lr6e-4-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/screen/k7-m2-eps0-wd1e-4-lr6e-4-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/screen/k7-m2-eps0-wd1e-4-lr6e-4-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/screen/k7-m2-eps0-wd1e-4-lr6e-4-seed0/run_config.json,outputs/stage1-rewa-tuning/screen/k7-m2-eps0-wd1e-4-lr6e-4-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
14,screen,screen/k7-m2-eps0-wd1e-4-lr0.001-seed0,k7-m2-eps0-wd1e-4-lr0.001-seed0,completed,no,,0,0.001,7.0,2.0,0.0,0.0001,base-admissible; epsilon=0,3000000,92,92,4.02672777176,56.0771135824,0,,outputs/stage1-rewa-tuning/screen/k7-m2-eps0-wd1e-4-lr0.001-seed0/best.pt,outputs/stage1-rewa-tuning/screen/k7-m2-eps0-wd1e-4-lr0.001-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/screen/k7-m2-eps0-wd1e-4-lr0.001-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/screen/k7-m2-eps0-wd1e-4-lr0.001-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/screen/k7-m2-eps0-wd1e-4-lr0.001-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/screen/k7-m2-eps0-wd1e-4-lr0.001-seed0/run_config.json,outputs/stage1-rewa-tuning/screen/k7-m2-eps0-wd1e-4-lr0.001-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
15,screen,screen/k9-m2-eps0-wd1e-4-lr3e-4-seed0,k9-m2-eps0-wd1e-4-lr3e-4-seed0,completed,no,,0,0.0003,9.0,2.0,0.0,0.0001,base-admissible; epsilon=0,3000000,92,92,4.90824503899,135.401581279,0,,outputs/stage1-rewa-tuning/screen/k9-m2-eps0-wd1e-4-lr3e-4-seed0/best.pt,outputs/stage1-rewa-tuning/screen/k9-m2-eps0-wd1e-4-lr3e-4-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/screen/k9-m2-eps0-wd1e-4-lr3e-4-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/screen/k9-m2-eps0-wd1e-4-lr3e-4-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/screen/k9-m2-eps0-wd1e-4-lr3e-4-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/screen/k9-m2-eps0-wd1e-4-lr3e-4-seed0/run_config.json,outputs/stage1-rewa-tuning/screen/k9-m2-eps0-wd1e-4-lr3e-4-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
16,screen,screen/k9-m2-eps0-wd1e-4-lr6e-4-seed0,k9-m2-eps0-wd1e-4-lr6e-4-seed0,completed,no,,0,0.0006,9.0,2.0,0.0,0.0001,base-admissible; epsilon=0,3000000,92,92,4.27627220154,71.971643527,0,,outputs/stage1-rewa-tuning/screen/k9-m2-eps0-wd1e-4-lr6e-4-seed0/best.pt,outputs/stage1-rewa-tuning/screen/k9-m2-eps0-wd1e-4-lr6e-4-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/screen/k9-m2-eps0-wd1e-4-lr6e-4-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/screen/k9-m2-eps0-wd1e-4-lr6e-4-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/screen/k9-m2-eps0-wd1e-4-lr6e-4-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/screen/k9-m2-eps0-wd1e-4-lr6e-4-seed0/run_config.json,outputs/stage1-rewa-tuning/screen/k9-m2-eps0-wd1e-4-lr6e-4-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
17,screen,screen/k9-m2-eps0-wd1e-4-lr0.001-seed0,k9-m2-eps0-wd1e-4-lr0.001-seed0,completed,no,,0,0.001,9.0,2.0,0.0,0.0001,base-admissible; epsilon=0,3000000,92,92,3.99378362894,54.2598004163,0,,outputs/stage1-rewa-tuning/screen/k9-m2-eps0-wd1e-4-lr0.001-seed0/best.pt,outputs/stage1-rewa-tuning/screen/k9-m2-eps0-wd1e-4-lr0.001-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/screen/k9-m2-eps0-wd1e-4-lr0.001-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/screen/k9-m2-eps0-wd1e-4-lr0.001-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/screen/k9-m2-eps0-wd1e-4-lr0.001-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/screen/k9-m2-eps0-wd1e-4-lr0.001-seed0/run_config.json,outputs/stage1-rewa-tuning/screen/k9-m2-eps0-wd1e-4-lr0.001-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
18,screen,screen/k9-m4-eps0-wd1e-4-lr3e-4-seed0,k9-m4-eps0-wd1e-4-lr3e-4-seed0,completed,no,,0,0.0003,9.0,4.0,0.0,0.0001,base-admissible; epsilon=0,3000000,92,92,4.90872519016,135.466610118,0,,outputs/stage1-rewa-tuning/screen/k9-m4-eps0-wd1e-4-lr3e-4-seed0/best.pt,outputs/stage1-rewa-tuning/screen/k9-m4-eps0-wd1e-4-lr3e-4-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/screen/k9-m4-eps0-wd1e-4-lr3e-4-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/screen/k9-m4-eps0-wd1e-4-lr3e-4-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/screen/k9-m4-eps0-wd1e-4-lr3e-4-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/screen/k9-m4-eps0-wd1e-4-lr3e-4-seed0/run_config.json,outputs/stage1-rewa-tuning/screen/k9-m4-eps0-wd1e-4-lr3e-4-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
19,screen,screen/k9-m4-eps0-wd1e-4-lr6e-4-seed0,k9-m4-eps0-wd1e-4-lr6e-4-seed0,completed,no,,0,0.0006,9.0,4.0,0.0,0.0001,base-admissible; epsilon=0,3000000,92,92,4.27706332207,72.0286043002,0,,outputs/stage1-rewa-tuning/screen/k9-m4-eps0-wd1e-4-lr6e-4-seed0/best.pt,outputs/stage1-rewa-tuning/screen/k9-m4-eps0-wd1e-4-lr6e-4-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/screen/k9-m4-eps0-wd1e-4-lr6e-4-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/screen/k9-m4-eps0-wd1e-4-lr6e-4-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/screen/k9-m4-eps0-wd1e-4-lr6e-4-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/screen/k9-m4-eps0-wd1e-4-lr6e-4-seed0/run_config.json,outputs/stage1-rewa-tuning/screen/k9-m4-eps0-wd1e-4-lr6e-4-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
20,screen,screen/k9-m4-eps0-wd1e-4-lr0.001-seed0,k9-m4-eps0-wd1e-4-lr0.001-seed0,completed,no,,0,0.001,9.0,4.0,0.0,0.0001,base-admissible; epsilon=0,3000000,92,92,3.99492406845,54.3217157352,0,,outputs/stage1-rewa-tuning/screen/k9-m4-eps0-wd1e-4-lr0.001-seed0/best.pt,outputs/stage1-rewa-tuning/screen/k9-m4-eps0-wd1e-4-lr0.001-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/screen/k9-m4-eps0-wd1e-4-lr0.001-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/screen/k9-m4-eps0-wd1e-4-lr0.001-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/screen/k9-m4-eps0-wd1e-4-lr0.001-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/screen/k9-m4-eps0-wd1e-4-lr0.001-seed0/run_config.json,outputs/stage1-rewa-tuning/screen/k9-m4-eps0-wd1e-4-lr0.001-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
10000,confirm,confirm/k5-m0-eps0-wd1e-4-lr0.003-seed0,k5-m0-eps0-wd1e-4-lr0.003-seed0,completed,no,,0,0.003,5.0,0.0,0.0,0.0001,base-admissible; epsilon=0,10000000,306,306,2.47644349734,11.8988707105,20,0.0 0.5 0.7,outputs/stage1-rewa-tuning/confirm/k5-m0-eps0-wd1e-4-lr0.003-seed0/best.pt,outputs/stage1-rewa-tuning/confirm/k5-m0-eps0-wd1e-4-lr0.003-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/confirm/k5-m0-eps0-wd1e-4-lr0.003-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/confirm/k5-m0-eps0-wd1e-4-lr0.003-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/confirm/k5-m0-eps0-wd1e-4-lr0.003-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/confirm/k5-m0-eps0-wd1e-4-lr0.003-seed0/run_config.json,outputs/stage1-rewa-tuning/confirm/k5-m0-eps0-wd1e-4-lr0.003-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
10001,confirm,confirm/k5-m2-eps0-wd1e-4-lr0.003-seed0,k5-m2-eps0-wd1e-4-lr0.003-seed0,completed,no,,0,0.003,5.0,2.0,0.0,0.0001,base-admissible; epsilon=0,10000000,306,306,2.47720545133,11.9079405575,20,0.0 0.5 0.7,outputs/stage1-rewa-tuning/confirm/k5-m2-eps0-wd1e-4-lr0.003-seed0/best.pt,outputs/stage1-rewa-tuning/confirm/k5-m2-eps0-wd1e-4-lr0.003-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/confirm/k5-m2-eps0-wd1e-4-lr0.003-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/confirm/k5-m2-eps0-wd1e-4-lr0.003-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/confirm/k5-m2-eps0-wd1e-4-lr0.003-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/confirm/k5-m2-eps0-wd1e-4-lr0.003-seed0/run_config.json,outputs/stage1-rewa-tuning/confirm/k5-m2-eps0-wd1e-4-lr0.003-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
10002,confirm,confirm/k3-m0-eps0-wd1e-4-lr0.003-seed0,k3-m0-eps0-wd1e-4-lr0.003-seed0,completed,no,,0,0.003,3.0,0.0,0.0,0.0001,base-admissible; epsilon=0,10000000,306,306,2.46792060534,11.7978888605,20,0.0 0.5 0.7,outputs/stage1-rewa-tuning/confirm/k3-m0-eps0-wd1e-4-lr0.003-seed0/best.pt,outputs/stage1-rewa-tuning/confirm/k3-m0-eps0-wd1e-4-lr0.003-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/confirm/k3-m0-eps0-wd1e-4-lr0.003-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/confirm/k3-m0-eps0-wd1e-4-lr0.003-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/confirm/k3-m0-eps0-wd1e-4-lr0.003-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/confirm/k3-m0-eps0-wd1e-4-lr0.003-seed0/run_config.json,outputs/stage1-rewa-tuning/confirm/k3-m0-eps0-wd1e-4-lr0.003-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
10003,confirm,confirm/k3-m1-eps0-wd1e-4-lr0.003-seed0,k3-m1-eps0-wd1e-4-lr0.003-seed0,completed,no,,0,0.003,3.0,1.0,0.0,0.0001,base-admissible; epsilon=0,10000000,306,306,2.47095472018,11.83373937,20,0.0 0.5 0.7,outputs/stage1-rewa-tuning/confirm/k3-m1-eps0-wd1e-4-lr0.003-seed0/best.pt,outputs/stage1-rewa-tuning/confirm/k3-m1-eps0-wd1e-4-lr0.003-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/confirm/k3-m1-eps0-wd1e-4-lr0.003-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/confirm/k3-m1-eps0-wd1e-4-lr0.003-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/confirm/k3-m1-eps0-wd1e-4-lr0.003-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/confirm/k3-m1-eps0-wd1e-4-lr0.003-seed0/run_config.json,outputs/stage1-rewa-tuning/confirm/k3-m1-eps0-wd1e-4-lr0.003-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
20000,variant,variant/k3-m0-eps0-wd0.1-lr0.003-seed0,k3-m0-eps0-wd0.1-lr0.003-seed0,completed,no,,0,0.003,3.0,0.0,0.0,0.1,base-admissible; epsilon=0,10000000,306,306,2.47335142295,11.8621353406,20,0.0 0.5 0.7,outputs/stage1-rewa-tuning/variant/k3-m0-eps0-wd0.1-lr0.003-seed0/best.pt,outputs/stage1-rewa-tuning/variant/k3-m0-eps0-wd0.1-lr0.003-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/variant/k3-m0-eps0-wd0.1-lr0.003-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/variant/k3-m0-eps0-wd0.1-lr0.003-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/variant/k3-m0-eps0-wd0.1-lr0.003-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/variant/k3-m0-eps0-wd0.1-lr0.003-seed0/run_config.json,outputs/stage1-rewa-tuning/variant/k3-m0-eps0-wd0.1-lr0.003-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
20001,variant,variant/k3-m0-eps0-wd1-lr0.003-seed0,k3-m0-eps0-wd1-lr0.003-seed0,completed,no,,0,0.003,3.0,0.0,0.0,1.0,base-admissible; epsilon=0,10000000,306,306,2.73523163795,15.4133133308,20,0.0 0.5 0.7,outputs/stage1-rewa-tuning/variant/k3-m0-eps0-wd1-lr0.003-seed0/best.pt,outputs/stage1-rewa-tuning/variant/k3-m0-eps0-wd1-lr0.003-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/variant/k3-m0-eps0-wd1-lr0.003-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/variant/k3-m0-eps0-wd1-lr0.003-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/variant/k3-m0-eps0-wd1-lr0.003-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/variant/k3-m0-eps0-wd1-lr0.003-seed0/run_config.json,outputs/stage1-rewa-tuning/variant/k3-m0-eps0-wd1-lr0.003-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
20002,variant,variant/k3-m0-eps1e-6-wd1e-4-lr0.003-seed0,k3-m0-eps1e-6-wd1e-4-lr0.003-seed0,completed,yes,best unpruned loss,0,0.003,3.0,0.0,1e-06,0.0001,base-admissible; positive-epsilon Configuration-B range,10000000,306,306,2.46692682902,11.7861702218,20,0.0 0.5 0.7,outputs/stage1-rewa-tuning/variant/k3-m0-eps1e-6-wd1e-4-lr0.003-seed0/best.pt,outputs/stage1-rewa-tuning/variant/k3-m0-eps1e-6-wd1e-4-lr0.003-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/variant/k3-m0-eps1e-6-wd1e-4-lr0.003-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/variant/k3-m0-eps1e-6-wd1e-4-lr0.003-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/variant/k3-m0-eps1e-6-wd1e-4-lr0.003-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/variant/k3-m0-eps1e-6-wd1e-4-lr0.003-seed0/run_config.json,outputs/stage1-rewa-tuning/variant/k3-m0-eps1e-6-wd1e-4-lr0.003-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
20003,variant,variant/k3-m0-eps1e-6-wd0.1-lr0.003-seed0,k3-m0-eps1e-6-wd0.1-lr0.003-seed0,completed,no,,0,0.003,3.0,0.0,1e-06,0.1,base-admissible; positive-epsilon Configuration-B range,10000000,306,306,2.47334703604,11.8620833027,20,0.0 0.5 0.7,outputs/stage1-rewa-tuning/variant/k3-m0-eps1e-6-wd0.1-lr0.003-seed0/best.pt,outputs/stage1-rewa-tuning/variant/k3-m0-eps1e-6-wd0.1-lr0.003-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/variant/k3-m0-eps1e-6-wd0.1-lr0.003-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/variant/k3-m0-eps1e-6-wd0.1-lr0.003-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/variant/k3-m0-eps1e-6-wd0.1-lr0.003-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/variant/k3-m0-eps1e-6-wd0.1-lr0.003-seed0/run_config.json,outputs/stage1-rewa-tuning/variant/k3-m0-eps1e-6-wd0.1-lr0.003-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
20004,variant,variant/k3-m0-eps0.001-wd1e-4-lr0.003-seed0,k3-m0-eps0.001-wd1e-4-lr0.003-seed0,completed,no,,0,0.003,3.0,0.0,0.001,0.0001,base-admissible; positive-epsilon Configuration-B range,10000000,306,306,2.46807892323,11.7997568252,20,0.0 0.5 0.7,outputs/stage1-rewa-tuning/variant/k3-m0-eps0.001-wd1e-4-lr0.003-seed0/best.pt,outputs/stage1-rewa-tuning/variant/k3-m0-eps0.001-wd1e-4-lr0.003-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/variant/k3-m0-eps0.001-wd1e-4-lr0.003-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/variant/k3-m0-eps0.001-wd1e-4-lr0.003-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/variant/k3-m0-eps0.001-wd1e-4-lr0.003-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/variant/k3-m0-eps0.001-wd1e-4-lr0.003-seed0/run_config.json,outputs/stage1-rewa-tuning/variant/k3-m0-eps0.001-wd1e-4-lr0.003-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
20005,variant,variant/k3-m0-eps0.001-wd0.1-lr0.003-seed0,k3-m0-eps0.001-wd0.1-lr0.003-seed0,completed,no,,0,0.003,3.0,0.0,0.001,0.1,base-admissible; positive-epsilon Configuration-B range,10000000,306,306,2.47334699631,11.8620828313,20,0.0 0.5 0.7,outputs/stage1-rewa-tuning/variant/k3-m0-eps0.001-wd0.1-lr0.003-seed0/best.pt,outputs/stage1-rewa-tuning/variant/k3-m0-eps0.001-wd0.1-lr0.003-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/variant/k3-m0-eps0.001-wd0.1-lr0.003-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/variant/k3-m0-eps0.001-wd0.1-lr0.003-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/variant/k3-m0-eps0.001-wd0.1-lr0.003-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/variant/k3-m0-eps0.001-wd0.1-lr0.003-seed0/run_config.json,outputs/stage1-rewa-tuning/variant/k3-m0-eps0.001-wd0.1-lr0.003-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
20006,variant,variant/k3-m1-eps0-wd0.1-lr0.003-seed0,k3-m1-eps0-wd0.1-lr0.003-seed0,completed,no,,0,0.003,3.0,1.0,0.0,0.1,base-admissible; epsilon=0,10000000,306,306,2.47736287117,11.9098152512,20,0.0 0.5 0.7,outputs/stage1-rewa-tuning/variant/k3-m1-eps0-wd0.1-lr0.003-seed0/best.pt,outputs/stage1-rewa-tuning/variant/k3-m1-eps0-wd0.1-lr0.003-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/variant/k3-m1-eps0-wd0.1-lr0.003-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/variant/k3-m1-eps0-wd0.1-lr0.003-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/variant/k3-m1-eps0-wd0.1-lr0.003-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/variant/k3-m1-eps0-wd0.1-lr0.003-seed0/run_config.json,outputs/stage1-rewa-tuning/variant/k3-m1-eps0-wd0.1-lr0.003-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
20007,variant,variant/k3-m1-eps0-wd1-lr0.003-seed0,k3-m1-eps0-wd1-lr0.003-seed0,completed,no,,0,0.003,3.0,1.0,0.0,1.0,base-admissible; epsilon=0,10000000,306,306,2.74384856224,15.5467025619,20,0.0 0.5 0.7,outputs/stage1-rewa-tuning/variant/k3-m1-eps0-wd1-lr0.003-seed0/best.pt,outputs/stage1-rewa-tuning/variant/k3-m1-eps0-wd1-lr0.003-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/variant/k3-m1-eps0-wd1-lr0.003-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/variant/k3-m1-eps0-wd1-lr0.003-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/variant/k3-m1-eps0-wd1-lr0.003-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/variant/k3-m1-eps0-wd1-lr0.003-seed0/run_config.json,outputs/stage1-rewa-tuning/variant/k3-m1-eps0-wd1-lr0.003-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
20008,variant,variant/k3-m1-eps1e-6-wd1e-4-lr0.003-seed0,k3-m1-eps1e-6-wd1e-4-lr0.003-seed0,completed,no,,0,0.003,3.0,1.0,1e-06,0.0001,base-admissible; positive-epsilon Configuration-B range,10000000,306,306,2.47147959868,11.8399522757,20,0.0 0.5 0.7,outputs/stage1-rewa-tuning/variant/k3-m1-eps1e-6-wd1e-4-lr0.003-seed0/best.pt,outputs/stage1-rewa-tuning/variant/k3-m1-eps1e-6-wd1e-4-lr0.003-seed0/metrics.jsonl,artifacts/stage1-rewa-tuning/runs/variant/k3-m1-eps1e-6-wd1e-4-lr0.003-seed0/global-pruning.json,artifacts/stage1-rewa-tuning/runs/variant/k3-m1-eps1e-6-wd1e-4-lr0.003-seed0/global-pruning.csv,artifacts/stage1-rewa-tuning/runs/variant/k3-m1-eps1e-6-wd1e-4-lr0.003-seed0/layer-sparsity.csv,outputs/stage1-rewa-tuning/variant/k3-m1-eps1e-6-wd1e-4-lr0.003-seed0/run_config.json,outputs/stage1-rewa-tuning/variant/k3-m1-eps1e-6-wd1e-4-lr0.003-seed0/train.log,e2916f04e51aba39566d628ebbccc69eb2515267,,2026-09-22T17:57:48+00:00
